time,h(t)
343.392209683926,6.1183674202961
349.014514453697,6.10144794807734
354.800846188924,6.08371637324051
360.704934511174,6.06533594697059
366.743199436549,6.04676699127606
372.518637644931,6.02987201113475
378.140722762485,6.01428296422558
384.129356327846,5.99830770683744
390.661959507018,5.98127070612297
397.178160306225,5.96445120321612
403.689787902422,5.94772555567423
410.188230473643,5.93107762061979
416.870206544686,5.91400169566414
423.57104696461,5.89691876859011
430.151669476394,5.88018533439839
436.67156182731,5.86363336452781
443.35730573515,5.84669820462484
450.180409260779,5.82945588790467
457.194174531566,5.81176532168756
463.897406376824,5.79488068288297
470.549279333798,5.77814446831051
477.642249833677,5.76028465193266
483.799979624946,5.74472377673329
489.957951305461,5.72897739677231
495.599141218814,5.7140315933516
501.051882259816,5.69793495625873
506.5455232029,5.67807534358843
511.920835108066,5.6594947177971
517.583109795273,5.64346753519048
523.910132606989,5.62805041737746
530.309722647254,5.61359810153423
537.065746564338,5.59883025651729
544.020752053421,5.583839329873
550.994815390506,5.5689062072166
558.066612985902,5.55381545537072
565.329842830046,5.53836062813478
572.367168664638,5.52341447232455
579.469793800608,5.50835860042535
586.45824826037,5.49357027962584
593.614197046447,5.47845316331726
600.758517758601,5.46338459475099
607.728065973192,5.44870911494869
615.052324030929,5.43331191591052
622.361232553798,5.41797217942987
629.43850672663,5.40314368158479
636.443593540038,5.38848919494691
643.786706898792,5.37315338846847
650.830721599852,5.35846525011861
658.002045274599,5.34353585093116
665.222997665928,5.32852895591082
672.272577410751,5.31389912818528
679.522196417364,5.29887807277365
687.016655377465,5.28337961683682
694.24802311429,5.26844306467403
701.37693294547,5.25374429595019
708.665481483407,5.23873800267073
715.802858117881,5.22406792334285
723.443404134413,5.20838750104003
730.561173794575,5.19379868496617
737.951504715284,5.17866704341343
745.715726443525,5.16279197252021
753.106810022844,5.14767989313249
760.650987594387,5.13223616968925
767.363201675901,5.11843547372507
773.728304531012,5.10519770652174
779.938377725542,5.09187678505656
785.343843068666,5.07930774875915
790.862844578778,5.06401648888693
797.322584980775,5.04505545757164
803.71346470397,5.02876094943158
810.636553873412,5.01364278296909
818.40595658074,4.99841277574721
826.46729242246,4.98352855977805
835.075353612792,4.96808230495641
843.152131632689,4.95378022344918
851.067802762844,4.93984667480276
859.152204578534,4.92566188964385
867.20300988249,4.91156826797246
875.02689040512,4.89789437175539
883.28351368858,4.88348520870867
891.418052404837,4.86931065330371
899.258472080999,4.85566542980658
907.764349959038,4.84088656675244
915.838687005891,4.82687005160911
923.942884440199,4.81282420286427
931.862549159618,4.79911662462267
939.884014772118,4.78525101081095
948.140330959548,4.7709987069753
956.636756435665,4.75635072508948
964.804110639617,4.74228846445455
972.756372379425,4.72860975135964
981.156153129632,4.71418161599971
989.318139804904,4.70017906807545
997.55632303918,4.68606348959098
1005.3018794692,4.67280431178221
1013.56720067564,4.65867454232715
1021.92670806276,4.6444007840221
1030.09701517854,4.63046821267639
1037.95106699509,4.61709030462953
1046.10067582282,4.60322418439794
1054.08818542646,4.58964873338328
1061.85973161072,4.57645661105193
1069.17425907246,4.56405149835197
1076.55280319191,4.55154763340264
1084.44092408066,4.53818534751549
1092.07023710968,4.5252675034743
1099.57511272067,4.51255860351026
1106.89015616071,4.50015724962751
1113.65566111404,4.48865405925367
1119.90153361697,4.47797033967637
1125.76813078953,4.46785037310508
1131.71825023859,4.457289007695
1137.50087200964,4.44651656006471
1143.07886539743,4.43472862992872
1149.94025503878,4.41941395564629
1157.867446161,4.40323308437101
1166.82251818652,4.38703288228626
1175.85928875777,4.372018059199
1184.71132039891,4.35798153772979
1192.86918053227,4.34534680626061
1201.60572106914,4.3319834877303
1209.93665549641,4.31931961695056
1218.36686968646,4.30656014952227
1226.18008414265,4.29475832456389
1234.87047807691,4.28165591932649
1243.33840466405,4.26890866953185
1251.54141681148,4.25657152766266
1259.60972388941,4.24445196244441
1267.65229404618,4.23238078049683
1275.94686256963,4.21994615503621
1284.05370054398,4.20780296782023
1292.16615640456,4.19566257768274
1300.53215428628,4.18315556893486
1308.76511984955,4.17086042152785
1316.56635397022,4.15921862514077
1324.70442263402,4.14708488140719
1332.35234520381,4.13569484483795
1340.08191748557,4.12419015627237
1347.59094493327,4.11302500405483
1355.02247254072,4.1019830754422
1362.63833858996,4.09067595245349
1370.45064441804,4.07908598449983
1377.9417724196,4.06798044443612
1385.29042365109,4.05709103777796
1392.80396166937,4.0459650765903
1400.38989490922,4.0347289447026
1407.81986118113,4.02373061895006
1415.23173213337,4.01275294894408
1422.37891262473,4.00214819982043
1429.11175822618,3.99213782649176
1435.27742432257,3.98291327656966
1441.01441936625,3.97424784409137
1447.09223220157,3.96488916914148
1452.96936199566,3.95562799056367
1458.85278219966,3.94543968435595
1467.76718249147,3.9287130828005
1477.82094934856,3.91106102516564
1488.13546532562,3.89474620577258
1497.20588861283,3.88137113428294
1505.33359928158,3.86983732711568
1513.48828997539,3.85852599267765
1522.2353860096,3.8465648758341
1530.53157740824,3.8353220492699
1538.50331006671,3.82457898355273
1547.00444194953,3.8131652604592
1555.36615182915,3.80196506860866
1563.72666946037,3.79078564125785
1571.83035262112,3.77996578458142
1580.3541482434,3.76859594207107
1588.84605257411,3.75728074842431
1597.22987390061,3.74611399620464
1604.96447481364,3.73582546039507
1613.13637887715,3.72496043612476
1621.16913328104,3.71428627705366
1629.28543517285,3.70351009507909
1637.69536718597,3.69235019550763
1645.64675013737,3.68180927182532
1653.63060951156,3.67122999613465
1661.96809375366,3.66018919098227
1670.13452523036,3.64938250186476
1678.39474830517,3.6384639971169
1686.00824617524,3.62840109540206
1693.94356727702,3.61792212246009
1701.94439067125,3.60736555880549
1710.00069582927,3.59674148081267
1717.65436221247,3.58665347237473
1725.36457316152,3.57649881355084
1733.14964456586,3.56625249243106
1740.98517671806,3.55594752313453
1748.47870019703,3.54609420552841
1756.06400741135,3.53612918323378
1763.9430666119,3.52578882572478
1771.79013020116,3.51549008332562
1779.66406837091,3.50516442204577
1787.26738573242,3.49520113006737
1795.14905207155,3.48488163029443
1802.71868767351,3.47497414031318
1810.40523778674,3.46492112220391
1818.28823850688,3.45461586098752
1825.787000192,3.4448239054778
1833.62833442535,3.43459119061787
1841.2362494143,3.4246625044781
1849.03022468645,3.41450107042013
1856.57905271229,3.40466716076211
1864.04536468668,3.3949427135043
1871.1704313305,3.38566906162224
1878.73457760472,3.37582953002858
1886.33084831256,3.36595453418053
1893.74586038554,3.3563209579535
1901.30862318644,3.3464969422932
1908.53479518977,3.33711423133238
1916.19907355476,3.32716366421024
1923.60996355908,3.31754033877084
1930.95341842091,3.30799890706815
1938.51476333056,3.29815918171002
1945.49417381797,3.28903367768076
1951.55867496332,3.28105016879667
1957.54646337694,3.27300689226656
1963.79878527191,3.26447262727097
1969.90542819448,3.25570652214298
1975.95601422637,3.24593751191314
1984.18592009874,3.23157294449424
1994.71661735969,3.21367724356159
2005.43142799446,3.19718473431572
2014.48779340389,3.18446398044548
2022.93321068164,3.17333290266139
2030.90390265087,3.16328333844529
2039.0493421144,3.15334136263275
2047.20855708375,3.14361155647879
2055.22051997347,3.13421379769288
2062.63227816803,3.12561659243998
2070.53455722944,3.11652782073813
2077.73358760624,3.10829356498555
2085.11042902287,3.09989180776949
2092.73942453655,3.09122900898985
2100.08645632825,3.0829067961561
2107.82018854849,3.07416327160403
2115.97381532474,3.06495834992534
2123.68442269834,3.05626605660715
2131.00313722255,3.04802264985077
2138.555044314,3.03952316910065
2146.11403946682,3.03102139579027
2153.73002041397,3.02246259444767
2161.11047184265,3.01417268747825
2168.78268320875,3.00555945826098
2176.30518301636,2.99711958820905
2183.91051862949,2.98858920135623
2191.66230523081,2.97990389286784
2199.1304692285,2.9715329496239
2206.55920328419,2.96321342689097
2213.88176465023,2.95501597858975
2221.27031569692,2.94674835054403
2228.92287084953,2.93818998068666
2236.76098609366,2.92942760766152
2244.07281780306,2.92125606409162
2251.4308359805,2.91303668317636
2259.29232045024,2.90425603343182
2267.07328761869,2.89556913407893
2275.17581883894,2.8865267561108
2282.8840046602,2.87793200427115
2290.78431437018,2.86912782283446
2298.28127266447,2.86077781156473
2305.65926928962,2.85256379434804
2313.20587672355,2.84416144804302
2320.41682559085,2.8361406448254
2327.70625975072,2.82803356339847
2335.27612641815,2.81961823967754
2342.37611503329,2.8117277454033
2349.87372579119,2.80340053453195
2357.48716576537,2.79494610269472
2364.6180326412,2.78703073205413
2371.93356631657,2.77891348030799
2379.27737232428,2.77076857264042
2386.74904563115,2.76248776404031
2393.97737632159,2.75447651080407
2401.31625461124,2.74634819813382
2408.95420155511,2.73788765145719
2416.61501073552,2.72940521673389
2424.34513147092,2.7208564099402
2431.59985347712,2.71283477555831
2439.13760428512,2.70449913451406
2446.76120863818,2.69607533989269
2454.03956144888,2.68803826587169
2461.23028290103,2.68010059457829
2468.50155590058,2.67207450435608
2475.64425595564,2.66419009539862
2482.79463988353,2.65629134395411
2489.0190242524,2.64940108659725
2495.15414955658,2.64252547064396
2501.08560875004,2.63579615963249
2507.43631582836,2.62844185629052
2514.3814067644,2.61974833389678
2523.52992681347,2.60697209939931
2535.0278852931,2.58972409748569
2546.45196416396,2.57264454973144
2556.83707799689,2.55792718957108
2567.7639103152,2.54361998744972
2578.89451742973,2.5304154823108
2589.6943892147,2.51893155139532
2599.91554064095,2.50922515170512
2610.97218475815,2.49991933601816
2622.3626123104,2.49152948032504
2633.08917438671,2.48464091496738
2643.71541508984,2.47868765180312
2655.11558827836,2.47316107410093
2665.64883586499,2.46875703463143
2676.80336140199,2.46473857634024
2688.2282960355,2.46122581607924
2698.9413370301,2.45841204447939
2709.75535313862,2.45597803765598
2720.93638439577,2.45383446667559
2731.46149625697,2.45211470587842
2743.3002467771,2.45047427722707
2753.757484424,2.44924750417648
2765.23563588,2.44810605696035
2776.53230140349,2.44715898567188
2787.71749242955,2.4463692162264
2799.42174265231,2.44567396014888
2810.43273855441,2.44512228131133
2822.06620699752,2.44463335960381
2833.86140425305,2.44421969155482
2844.84883551075,2.44389472210014
2856.61458794089,2.44360311298232
2869.13955631118,2.44334534314841
2880.36003402314,2.4431530620781
2892.48760449316,2.44297976885671
2904.94380477415,2.44283309719342
2916.24876196862,2.44272092382664
2928.81449363477,2.44261848224378
2940.82837241829,2.44253695732225
2952.22264473197,2.44247100640013
2964.38546304047,2.44241453135182
2977.1969593419,2.44236541688238
2988.35356952622,2.44232874910895
3000.08808689819,2.4422959330942
