Z,mus,mup,mum,Fs,Fp,Fm,phis,phip,phim
0.00400748126417751,-0.000246420073497827,-9.37860285443328,-4.32487174148593,-0.000246425537391459,-9.37860280800481,-4.32487169505746,0.89470716892674,0.000245168205196182,0.00427603338453723
0.0120224437925325,-0.000246422804742656,-9.37860283121605,-4.32487171827166,-0.000246425572596159,-9.37860280769671,-4.32487169475231,0.894707166259904,0.000245168199317513,0.00427603348168141
0.0200374063208875,-0.000246422803337892,-9.37860283121012,-4.32487171827158,-0.00024642564346801,-9.37860280707662,-4.32487169413808,0.89470716089118,0.000245168187482857,0.0042760336772465
0.0280523688492425,-0.000246422801231462,-9.3786028312012,-4.32487171827148,-0.000246425750938237,-9.37860280613659,-4.32487169320686,0.894707152750014,0.000245168169536598,0.00427603397380249
0.0360673313775976,-0.000246422798422535,-9.37860283118934,-4.32487171827132,-0.000246425896418406,-9.37860280486467,-4.32487169194665,0.894707141729441,0.000245168145242808,0.00427603437524563
0.0440822939059526,-0.000246422794912248,-9.37860283117447,-4.32487171827113,-0.000246426081819309,-9.37860280324456,-4.32487169034123,0.894707127684707,0.000245168114282212,0.0042760348868487
0.0520972564343076,-0.000246422790699358,-9.37860283115666,-4.32487171827091,-0.000246426309574499,-9.37860280125565,-4.3248716883699,0.894707110431402,0.00024516807624806,0.0042760355153289
0.0601122189626626,-0.00024642278578537,-9.37860283113586,-4.32487171827066,-0.000246426582672363,-9.37860279887249,-4.32487168600729,0.894707089743087,0.000245168030640911,0.0042760362689344
0.0681271814910176,-0.000246422780171663,-9.37860283111208,-4.32487171827036,-0.000246426904694896,-9.37860279606468,-4.32487168322296,0.894707065348377,0.000245167976862175,0.00427603715755059
0.0761421440193726,-0.000246422773856842,-9.37860283108535,-4.32487171827002,-0.00024642727986271,-9.37860279279637,-4.32487167998105,0.894707036927443,0.000245167914206426,0.00427603819282735
0.0841571065477277,-0.000246422766842491,-9.37860283105562,-4.32487171826965,-0.000246427713090691,-9.37860278902577,-4.3248716762398,0.894707004107896,0.000245167841852304,0.00427603938832922
0.0921720690760826,-0.000246422759129361,-9.37860283102293,-4.32487171826924,-0.000246428210050401,-9.37860278470472,-4.32487167195103,0.894706966459985,0.000245167758851931,0.00427604075971005
0.100187031604438,-0.000246422750716783,-9.37860283098725,-4.3248717182688,-0.000246428777243457,-9.37860277977794,-4.32487166705949,0.894706923491067,0.000245167664118719,0.00427604232491471
0.108201994132793,-0.000246422741607378,-9.37860283094859,-4.32487171826831,-0.000246429422085387,-9.37860277418246,-4.32487166150218,0.894706874639255,0.000245167556413347,0.00427604410441019
0.116216956661148,-0.000246422731800987,-9.37860283090695,-4.32487171826779,-0.000246430153000701,-9.3786027678467,-4.32487165520753,0.894706819266186,0.000245167434327821,0.00427604612144928
0.124231919189503,-0.000246422721299415,-9.37860283086233,-4.32487171826723,-0.000246430979531795,-9.37860276068956,-4.32487164809446,0.894706756648794,0.000245167296267334,0.00427604840237009
0.132246881717858,-0.000246422710103403,-9.3786028308147,-4.32487171826662,-0.000246431912461736,-9.37860275261944,-4.32487164007136,0.894706685969997,0.000245167140429723,0.00427605097693526
0.140261844246213,-0.00024642269821306,-9.37860283076411,-4.32487171826599,-0.000246432963953089,-9.37860274353299,-4.32487163103487,0.894706606308174,0.000245166964782256,0.00427605387871537
0.148276806774568,-0.000246422685631608,-9.37860283071048,-4.32487171826531,-0.000246434147704297,-9.37860273331381,-4.32487162086863,0.894706516625294,0.000245166767035456,0.00427605714552142
0.156291769302923,-0.000246422672360329,-9.37860283065387,-4.32487171826459,-0.000246435479126478,-9.37860272183098,-4.32487160944171,0.894706415753541,0.000245166544613605,0.00427606081989174
0.164306731831278,-0.000246422658399874,-9.37860283059426,-4.32487171826384,-0.000246436975541553,-9.37860270893733,-4.32487159660691,0.894706302380279,0.000245166294621591,0.00427606494963995
0.172321694359633,-0.000246422643753905,-9.37860283053162,-4.32487171826305,-0.000246438656405459,-9.37860269446754,-4.32487158219897,0.894706175031141,0.000245166013807613,0.00427606958847083
0.180336656887988,-0.000246422628423935,-9.37860283046596,-4.32487171826221,-0.000246440543557991,-9.37860267823606,-4.3248715660323,0.89470603205104,0.000245165698521311,0.00427607479667199
0.188351619416343,-0.000246422612412621,-9.37860283039727,-4.32487171826133,-0.000246442661505059,-9.37860266003467,-4.32487154789873,0.894705871582853,0.000245165344666752,0.00427608064189034
0.196366581944698,-0.000246422595722873,-9.37860283032556,-4.32487171826041,-0.000246445037733037,-9.37860263962986,-4.32487152756471,0.894705691543505,0.000245164947649703,0.00427608720000336
0.204381544473053,-0.000246422578357745,-9.37860283025081,-4.32487171825945,-0.000246447703062938,-9.37860261675976,-4.32487150476841,0.89470548959714,0.000245164502318473,0.0042760945560963
0.212396507001408,-0.000246422560320342,-9.37860283017299,-4.32487171825845,-0.000246450692046873,-9.3786025911308,-4.32487147921626,0.894705263125036,0.000245164002897589,0.00427610280555793
0.220411469529763,-0.000246422541615748,-9.3786028300921,-4.3248717182574,-0.000246454043412891,-9.37860256241395,-4.32487145057925,0.894705009191889,0.000245163442913436,0.00427611205530897
0.228426432058118,-0.000246422522247571,-9.37860283000814,-4.32487171825632,-0.000246457800562871,-9.37860253024047,-4.32487141848865,0.89470472450801,0.000245162815110938,0.00427612242517893
0.236441394586473,-0.000246422502220695,-9.37860282992109,-4.32487171825518,-0.00024646201213066,-9.37860249419719,-4.32487138253128,0.894704405386967,0.000245162111360167,0.00427613404944911
