time,h(t)
0,7.88939265050359
0.255983688354492,7.88467430902029
1.90599252334028,7.86831030768959
12.4457359720009,7.78339886680424
50.8236076720111,7.61003705452994
90.1475769310427,7.50428283486757
126.265753512215,7.42811285557769
162.007918795071,7.36365715209974
197.633656284079,7.30666127185416
232.599740537001,7.2557737167023
269.667971344766,7.20605021463271
305.319505452222,7.16146626489448
340.789913533791,7.11981176891951
378.046084403422,7.07835453190078
415.29873691682,7.03895406807486
450.417565633656,7.00347556684838
485.479150535757,6.96943738351917
520.175747758149,6.93696653203255
555.635682485094,6.90493580939686
590.809563914487,6.87416645710135
625.809723978649,6.84445579340781
660.965204827267,6.81546309218807
695.999436079976,6.78734282118489
731.17419435329,6.75982588717446
766.052281753992,6.73318592802518
801.182382325198,6.70699195001554
836.534630875212,6.68121967771895
871.526324918423,6.65622630871335
906.53136069705,6.63173450915312
941.482294863266,6.60775640658102
976.66369538848,6.58407595637822
1011.64622413129,6.56094574417997
1046.33903119052,6.53840315675562
1081.78322228089,6.51578488700908
1116.83188737522,6.49375976514036
1151.76220098902,6.47215662838654
1186.77614646694,6.45083631412343
1221.66540334349,6.42990016597223
1256.70891582958,6.40918128869287
1291.62551081013,6.38882048064149
1326.56530901899,6.36873115634781
1361.82725221169,6.34873514182715
1396.73747520183,6.32917283967914
1431.65999780482,6.30985437141014
1466.41418888415,6.29085463435364
1501.50217942211,6.27192078831941
1536.41771534288,6.2532841695316
1571.08729995562,6.23499255346852
1606.38494566228,6.21660095856043
1641.40060082813,6.19854147132724
1676.18889420338,6.18077700457044
1711.1837465772,6.16310603073242
1745.99026453431,6.1457052332978
1781.02877301397,6.12836474611376
1815.73159192805,6.11135280197203
1850.58732669615,6.09444249898531
1885.76724958903,6.07754476205509
1920.59623703366,6.06094953321528
1955.38058580273,6.04452462280209
1990.11121806069,6.0282733072419
2025.06979942122,6.01206590249811
2059.85241262125,5.99606883900648
2094.50868344257,5.98027862393419
2129.6262430465,5.96441578675987
2164.57584434451,5.94874566013401
2199.33590866096,5.93328758662913
2234.24959846689,5.9178871220061
2268.98945804029,5.90267946890171
2303.95414148151,5.88749544357
2338.46589010017,5.87260610419298
2373.32251914601,5.85770068247177
2408.42960502965,5.84280204052209
2443.24690095674,5.82812286096265
2478.00707588854,5.81356968778691
2512.65666036732,5.79915882818681
2547.65430332991,5.78472166395604
2582.36207466311,5.77047970539267
2616.88851689607,5.75641558515068
2652.09642108172,5.74219566012137
2686.97411060361,5.72818067804425
2721.66621733319,5.71432658395691
2756.50743562921,5.70050585461474
2791.2220715903,5.68682111100606
2826.107036257,5.67315376644937
2860.72782624858,5.65966927917327
2895.54247520321,5.64620926893825
