Z,mus,mup,mum,Fs,Fp,Fm,phis,phip,phim
0.081,9.4561587847601e-05,-9.20990069872507,-9.21039123242248,9.43577914049032e-05,-9.20989928180678,-9.21038990623658,0.883614906332678,2.07643961550163e-06,0.00447826646992669
0.082,9.456138683949e-05,-9.20990069876501,-9.21039123238232,9.43480786199935e-05,-9.20989920974515,-9.21038983408731,0.883614224262718,2.07642664039119e-06,0.00447829269140968
0.083,9.45611810271872e-05,-9.20990069880627,-9.21039123234117,9.4337859299895e-05,-9.209899133883,-9.21038975813485,0.883613506596762,2.07641298846308e-06,0.00447832028134467
0.084,9.45609702446825e-05,-9.20990069884874,-9.21039123229903,9.4327106875694e-05,-9.20989905402038,-9.21038967817911,0.883612751460168,2.07639862409225e-06,0.00447834931180039
0.085,9.45607543291676e-05,-9.20990069889264,-9.21039123225587,9.43157933818994e-05,-9.20989896994682,-9.21038959400947,0.8836119568791,2.07638350977007e-06,0.00447837985865903
0.086,9.45605330931506e-05,-9.2099006989379,-9.21039123221166,9.43038893840703e-05,-9.20989888144082,-9.21038950540431,0.883611120775283,2.07636760600527e-06,0.00447841200181772
0.087,9.45603063559944e-05,-9.20990069898472,-9.21039123216635,9.42913639015164e-05,-9.20989878826921,-9.21038941213035,0.883610240960496,2.0763508712196e-06,0.00447844582540051
0.088,9.45600739165353e-05,-9.20990069903308,-9.21039123211986,9.4278184327265e-05,-9.20989869018682,-9.21038931394209,0.883609315130757,2.0763332616377e-06,0.00447848141798161
0.089,9.45598355694788e-05,-9.20990069908315,-9.21039123207221,9.42643163423657e-05,-9.20989858693522,-9.21038921058115,0.883608340860218,2.07631473117105e-06,0.0044785188728204
0.09,9.45595910887026e-05,-9.20990069913492,-9.21039123202334,9.42497238271417e-05,-9.20989847824283,-9.21038910177559,0.883607315594722,2.07629523129656e-06,0.0044785582881088
0.091,9.4559340247973e-05,-9.20990069918859,-9.21039123197319,9.42343687673902e-05,-9.20989836382357,-9.21038898723921,0.88360623664504,2.07627471092813e-06,0.00447859976723163
0.092,9.4559082805847e-05,-9.20990069924422,-9.21039123192172,9.42182111555306e-05,-9.2098982433765,-9.21038886667087,0.88360510117973,2.07625311628196e-06,0.00447864341904078
0.093,9.45588185005963e-05,-9.20990069930189,-9.21039123186885,9.42012088867711e-05,-9.20989811658494,-9.21038873975363,0.883603906217641,2.07623039073405e-06,0.00447868935814374
